"","sent","freq"
"2440","Dear Jing, I will upload your letter of reference if you submit a PDF to this email address",1
"2441","Best, Victoria From: Jing Yu .",1
"2442","Dear Ryan; I apologize for the delay in our response to your question",1
"2443","Years since completed undergraduate Academic Professional 0 3 0 1-3 2 1 3-5 1 2 5+ 0 3 Please let me know if you have any additional questions regarding the MS in Analytics program",1
"2444","Dear Abhishek; I apologize for the delay in our response to your question",1
"2445","Dear Hao: I apologize for the delay in our response to your question",1
"2446","Dear Austin; I apologize for the delay in our response to your question",1
"2447","Dear I apologize for the delay in our response to your question",1
"2448","Dear Raghav; I apologize for the delay in our response to your question",1
"2449","In regards to your TOEFL scores, please provide us with a University acknowledgement that English is the primary language of instruction",1
"2450","I will note that in your application and your TOEFL requirement will be waived",1
"2451","Dear Suhan; I apologize for the delay in our response to your question",1
"2452","Dear Mengjie; I apologize for the delay in our response to your question",3
"2453","We will accept a scanned copy of your unofficial transcript from Drexel",1
"2454","If you order a print, then email us at .",1
"2455","Hello Andres; I apologize for the lag in response time to your email",1
"2456","Unfortunately, our office cannot meet with you today",1
"2457","Do to the fast approaching deadline for applications we are not currently meeting with prospective students",1
"2458","It is a little cold out, but if you are interested in braving the Chicago weather, I would suggest contacting the University for a general campus tour if that would interest you",1
"2459","Enjoy Chicago and Stay Warm",1
"2460","Dear Vinay; Please email this address .",1
"2461","Dear Ricardo; Thank you for submitting your transcript to the Master of Science in Analytics at Northwestern University",1
"2462","Dear Yi: Thank you for submitting your transcripts and additional materials to the Master of Science in Analytics at Northwestern University",1
"2463","I will update your TOEFL score, as a side note, your degree from CSU (English speaking university) actually serves as a waiver of your TOEFL requirement",1
"2464","Dear Xiaohan; Thank you for submitting your transcript to the Master of Science in Analytics at Northwestern University",1
"2465","Dear Jehad; Thank you for submitting your transcripts to the Master of Science in Analytics at Northwestern University",1
"2466","Dear Humberto; Thank you for submitting your transcript and additional materials to the Master of Science in Analytics at Northwestern University",1
"2467","We have previously received your TOEFL score from the ETS office and that has been uploaded in your account",1
"2468","We have uploaded everything into our MAP system and it should be reflected in your account within 24 hours",1
"2469","Dear Wanzhen; Thank you for submitting your transcripts and GRE score report to the Master of Science in Analytics at Northwestern University",1
"2470","Dear Mengying; I hope you had a wonderful new year and holiday season",1
"2471","To answer your question we do not evaluate students on a rolling basis",1
"2472","After applications close on February 15th, we will pass the applications to our admissions committee",1
"2473","You should expect to hear a response from us on March 17th",1
"2474","We will contact you if we require an interview between February 15th and March 17th",1
"2475","If you have any additional questions please let me know",1
"2476","Dear Huishan; I apologize for the inconvenience of your recommender",1
"2477","If you could have them email this account .",1
"2478","Dear Venkatesh; I apologize for the delay, we use a third party to collect our payments and fees so there is a delay in the reflection on student accounts",1
"2479","I checked today and your account has been updated and shows confirmed receipt of payment",1
"2480","I hope this answers your question in regards to your application, please let me know if you have any additional questions",1
"2481","Dear Yunshi, Yes, please have him send it to this email address and mention that he is writing a reference for you",1
"2482","Victoria -----Original Message----- From: Yunshi Li .",1
"2483","Dear Aditi: Thank you for reaching out to me with your question with the admissions process at Northwestern Universitys MS",1
"2484","In Analytics program",1
"2485","In regards to your transcript, we would like you to scan a copy of your transcript to this email address",1
"2486","We will use your scanned copy to evaluate you as a candidate for our program",1
"2487","After you have been accepted to the program, we will require the official transcript be mailed to our office",1
"2488","At this point, it would be advantageous for you to email us a scanned copy of your transcript",1
"2489","Please let me know if you have any additional questions; Victoria L",2
"2490","Dear Justin; We accept an emailed version of your GRE report",1
"2491","If you log into your account on the ETS website, you should be able to download a PDF version of your GRE report",1
"2492","If this is not accessible to you, then please send us a PDF image of your report as it shows on the ETS website",1
"2493","Dear Xueying; Thank you for reaching out to us with your questions about your application with the MS in Analytics program at Northwestern University",1
"2494","To answer your question, that is an auto generated message sent to acknowledge candidates submitting their application",1
"2495","Students are able to submit their application at any time during this process and we include that as a reminder to those who have not provided us with their additional material as of yet",1
"2496","However, you have submitted everything and you are not required to mail us hard copies",1
"2497","I hope this answered your question and apologize for any confusion",1
"2498","Dear Siddharth; Thank you for submitting you transcript and IELTS report to the Master of Science in Analytics at Northwestern University",1
"2499","Dear Yunshi; Thomas Tucker is not listed as a reference and there is no letter uploaded in the system",1
"2500","If you would like to have him email this account separately, I will include it in your application",1
"2501","Dear Yunshi; I have just gone into your account to check the status of your recommendation letters",1
"2502","On our end in your application, I see three letters submitted",1
"2503","We have received letters from Glann Cerosaletti, Maria McDermott, and S.R.S Rao Poduri",1
"2504","Are these the correct recommenders",1
"2505","I am not positive why you do not see the three letters on your checklist",1
"2506","I have reported the error to IT",1
"2507","However, as long as these are your three letters then your application is set with references",1
"2508","Currently, we are missing your Transcripts and Application fee",1
"2509","Have a wonderful day, please let me know if you have more concerns about your application",1
"2510","Dear Amol; Thank you for submitting your transcripts to the Master of Science in Analytics at Northwestern University",1
"2511","Dear Francesco; Thank you for submitting your transcript to the Master of Science in Analytics at Northwestern University",1
"2512","Dear Arnab; Thank you for submitting your transcript and GMAT score to the Master of Science in Analytics at Northwestern University",1
"2513","I also checked, and your TOEFL score has been received and marked as such in your student checklist Please let me know if you have any additional questions regarding the MS in Analytics program",1
"2514","Dear Siddharth; Thank you for reaching out to the Master of Science in Analytics at Northwestern University",1
"2515","We have many applicants in the same situation and we do accept students with a 3 year bachelor degree",1
"2516","Dear Yen-Chen: Thank you for submitting your transcript to the Master of Science in Analytics at Northwestern University",1
"2517","Dear Hao (Ryan), I have marked your application as complete",1
"2518","The system will keep your original recommender on your MAP application, but I will remove the name from our files for the admissions committee",1
"2519","We will contact you on March 17th with our decision",1
"2520","Please let me know any additional questions you may have concerning the MSiA program at Northwestern University",1
"2521","For more information on various funding opportunities outside of our program, I encourage you to look at our webpage Tuition and Fees, linked here <http://www.analytics.northwestern.edu/prospective-students/tuition-and-fees.html> ",1
"2522","Dear Kunal; Thank you for mailing your transcript to the Master of Science in Analytics at Northwestern University",1
"2523","I apologize for the delay in us receiving your hard copy and you seeing it reflected in our system",1
"2524","We are at about a 3 week wait time with the number of hard copy transcripts being mailed in and loaded into our system",1
"2525","Dear Luyao; I apologize, that was my mistake",1
"2526","Your GRE submission is exactly what we were looking for",1
"2527","I have marked your GRE as received in our system",1
"2528","Dear Ramakrishnan; Thank you for reaching out to our office with your concerns",1
"2529","I apologize for any delay on our end, our office has received a large number of application materials and we are currently at a 3-7 business day wait period to upload or address issues with applications",1
"2530","Monday (Jan 20th) Northwestern University was closed to observe Martin Luther King day",1
"2531","In regards to our application payment system, we use a third party to collect all fees and manually update the MAP system",1
"2532","As of today (1/21) your application reflects your payment being received by Northwestern University",1
"2533","We have received your GMAT and TOEFL scores and those have been added to your student account",1
"2534","You should see the change within 24hours reflected on your end",1
"2535","Dear Jing; Thank you for submitting your transcripts to the Master of Science in Analytics at Northwestern University",1
"2536","McCormick School of Engineering and Applied Science 2145 Sheridan Rd, E278 Evanston, IL 60208 T: 847.467.4520 F: 847.491.8005 www.analytics.northwestern.edu <http://www.analytics.northwestern.edu/> From: SMRUTIRANJAN NAYAK .",1
"2537","Dear Bhargavi; We will accept her personal email id for her reference",1
"2538","I apologize for our delay in response time",1
"2539","Please let me know if you have any remaining questions in regards to your application or the MS in Analytics program at Northwestern University",1
"2540","Happy New Year and Good Luck in 2014 Victoria L",2
"2541","Dear Muyuan; Thank you for submitting your transcripts and GRE score report to the Master of Science in Analytics at Northwestern University",1
"2542","Dear Yi; Thank you for submitting your GRE score to the Master of Science in Analytics at Northwestern University",1
"2543","Dear Cai, Thank you for submitting your GRE and Transcript to the Master of Science in Analytics at Northwestern University",1
"2544","Dear Ady; Thank you for mailing your transcripts to the Master of Science in Analytics at Northwestern University",1
"2545","I apologize for the delay in uploading them, it takes us anywhere from 3-7 business days to upload hard copies of the transcripts after we receive them in our office",1
"2546","Dear Wangyang: Thank you for submitting your transcripts to the Master of Science in Analytics at Northwestern University",1
"2547","To answer your question, your degree from Pittsburg will serve as a waiver for the TOEFL requirement",1
"2548","In regards to your GRE report, we would prefer if you could scan your hard copy GRE score and email it to us via PDF",1
"2549","However, if that is not feasible please email us a PDF of your GRE score from the ETS website",1
"2550","Dear Jordan, Thank you for reaching out to us with your question about your application with Northwestern Universitys MS in Analytics program",1
"2551","You may go ahead and mark you application as complete",1
"2552","The only remaining aspects of your application will be completed by your recommenders and our office",1
"2553","We will confirm our receiving your transcript in a later email",1
"2554","Please let me know if you have any further questions, Victoria L",1
"2555","I have included the directions from our website in regards to submitting your additional application materials, if you would like more detail I encourage you to look at our prospective students page, linked here <http://www.analytics.northwestern.edu/prospective-students/materials.html> ",1
"2556","Dear Yi: Thank you for submitting your transcript to the Master of Science in Analytics at Northwestern University",1
"2557","Dear Yi, Many students send us their confirmation score from the GRE ETS system",1
"2558","We do not have a code for the GRE and have received a variety of formats for the GRE score",1
"2559","We would just like proof and a breakdown of your GRE score",1
"2560","Please let me know if you have additional questions concerning your application with the MSiA program at Northwestern University",1
"2561","Dear Yifan: Thank you for submitting your transcripts, GRE score report, and TOEFL score to the Master of Science in Analytics at Northwestern University",1
"2562","Dear Venkatesh; Thank you for submitting your GRE report and Transcript to the Master of Science in Analytics at Northwestern University",1
"2563","Dear Austin; Thank you for submitting your transcript and GRE score to the Master of Science in Analytics at Northwestern University",1
"2564","Dear Zhi: Thank you for submitting your TOEFL and GRE report",1
"2565","I have attached them to your file",1
"2566","You should be able to see the change within 24hours",1
"2567","Dear Anja; Thank you for submitting your GRE score to the Master of Science in Analytics at Northwestern University",1
"2568","Dear Charles; Thank you for submitting your transcript to the Master of Science in Analytics at Northwestern University",1
"2569","Dear Sandeep; Thank you for submitting your Transcripts, GRE report, and TOEFL scores to the Master of Science in Analytics at Northwestern University",1
"2570","We have already received your TOEFL score from the ETS service and they have all been attached to your file",1
"2571","You can find more information on that program here: http://www.scs.northwestern.edu/program-areas/graduate/predictive-analytics/ <http://www.scs.northwestern.edu/program-areas/graduate/predictive-analytics/> Please let me know if you have any remaining questions",1
"2572","You can find more information on that program here: http://www.scs.northwestern.edu/program-areas/graduate/predictive-analytics/ <http://www.scs.northwestern.edu/program-areas/graduate/predictive-analytics/> Below is more information about the admissions profile from our last applicant pool: Profile of the 2013 student cohort: total number of students: 32, Average age: 27, Gender mix: Male 69%, Female 31%, Nationality: US 62.5%, International 37.5%",2
"2573","Dear Shravan; You GRE score has been attached to your application file",1
"2574","Since the GRE is not required, our system will recognize an applicant as complete without their score",1
"2575","Thank you for submitting your GRE and TOEFL scores to the Master of Science in Analytics at Northwestern University",1
"2576","Dear Lu, Tzu-Chien/Zac I apologize for the delay in my response time to your email",1
"2577","I have gone into your student file and I would like to confirm that we have received your personal statement",1
"2578","Dear Lin: Thank you for submitting your transcript and GRE score to the Master of Science in Analytics at Northwestern University",1
"2579","Dear Arun; Thank you for submitting your GRE score to the Master of Science in Analytics at Northwestern University",1
"2580","Dear Liu To answer your question concerning references, we have requested academic references but that is only a suggestion for applicants",2
"2581","Dear Rakesh; Thank you for submitting your transcript to the Master of Science in Analytics at Northwestern University",1
"2582","Dear Prof",1
"2583","Hughes; Thank you for emailing Northwestern your letter of recommendation for Shair Malik",1
"2584","Unfortunately, the system did not upload the letter but I have now attached your letter to his file",1
"2585","I hope you had a wonderful New Years",1
"2586","Dear Rahul: Thank you for sending your certificate via attachment",1
"2587","We also require a transcript which lists your courses and marks in each course",1
"2588","Currently, I see certification of a degree from Delhi University",1
"2589","Please include any additional educational documents and I will add them to your file",1
"2590","Let me know if you have any questions, Happy New Years and Good Luck in 2014",1
"2591","Dear Ramakrishnan; Thank you for submitting your transcript to the Master of Science in Analytics at Northwestern University",1
"2592","Dear Yun; Thank you for submitting your transcripts to the Master of Science in Analytics at Northwestern University",1
"2593","Dear Bella; Thank you for submitting your transcripts to the Master of Science in Analytics at Northwestern University",1
"2594","Dear Tushar; Thank you for submitting your transcript to the Master of Science in Analytics at Northwestern University",1
"2595","Dear Chun; Thank you for submitting your transcripts to the Master of Science in Analytics at Northwestern University",1
"2596","Dear Raj; Thank you for submitting your transcript and GRE report to the Master of Science in Analytics at Northwestern University",1
"2597","Dear Luyao: Thank you for submitting your transcript and GRE score report to the Master of Science in Analytics at Northwestern University",1
"2598","Dear Grace; Thank you for submitting your Transcript to the Master of Science in Analytics at Northwestern University",1
"2599","To answer your questions concerning your GRE and TOEFL scores, do you have an electronic copy of your score reports which you can email to us in a PDF format",1
"2600","Our TOEFL ETS report code is 3144",1
"2601","Dear Ryan, Thank you for submitting your transcripts and additional materials to the Master of Science in Analytics at Northwestern University",1
"2602","Currently, the only missing aspect of your application is your letter of recommendation from Raghu Venugopalan",1
"2603","Dear John; Thank you for submitting your transcripts to the Master of Science in Analytics at Northwestern University",1
"2604","Dear Anja; Thank you for sending us your inquiry about applications to Northwestern University MS in Analytics program",1
"2605","You do not need to send the hard copies of your materials to the university",1
"2606","Dear Xuan; Thank you for submitting your GMAT report and transcripts to the Master of Science in Analytics at Northwestern University",1
"2607","Dear Ziyi; Thank you for your quick reply",1
"2608","I have added these to your application and your application is complete",1
"2609","Hello: I apologize for the delay in our response time",1
"2610","We do have an institution code for the TOEFL ETS system, it is 3144",1
"2611","However, we ask for students to send us scanned copies of their GRE scores since we do not yet have that uploaded in the ETS system",1
"2612","Please send us a scanned copy of your tests in PDF format and I will attach them to your application",1
"2613","Dear Wenxi: Thank you for submitting your up to date transcript to the Master of Science in Analytics at Northwestern University",1
"2614","For more information on our tuition and fees I encourage you to investigate our page on the website, linked here <http://www.analytics.northwestern.edu/prospective-students/tuition-and-fees.html> ",1
"2615","Dear Anja; Thank you for submitting your transcripts to the Master of Science in Analytics at Northwestern University",1
"2616","For a list of internships our students found please look at our Current Students webpage, linked here <http://www.analytics.northwestern.edu/current-students/index.html> ",1
"2617","Hello Jill, I apologize for the delay in our response time to your email",1
"2618","I have just checked Elaine Campbells application record and we have received your letter of recommendation",1
"2619","Happy New Year and Good Luck in 2014",5
"2620","Dear Monica, We have also received and uploaded your GRE/TOEFL test scores",1
"2621","You should see these changes reflected in your MAP account",1
"2622","Dear Qile; Thank you for reaching out to us with your questions about the application to Northwestern Universitys MS in Analytics program",1
"2623","To answer your question, we will accept your internship experience in your Employment Information",1
"2624","I also advise you to document your internship experience in your resume/CV",1
"2625","Dear Mouli; Thank you for submitting your transcript to the Master of Science in Analytics at Northwestern University",1
"2626","Dear Yu To answer your question concerning references, we have requested academic references but that is only a suggestion for applicants",1
"2627","Dear Haad; Thank you for reaching out to us with your question concerning applications for the Northwestern University MS in Analytics program",1
"2628","To answer your question, we ask for applicants to submit a pdf scanned version of their transcript for our admissions committee to review",1
"2629","After you are accepted to our program, Northwestern requires the official transcript before you begin taking classes",1
"2630","For the application portion we only ask for a scanned PDF of your transcript",1
"2631","Please let me know if you require any additional assistance in your application process",1
"2632","Dear Jiaqi; Thank you for submitting your Transcript to the Master of Science in Analytics at Northwestern University",1
"2633","Dear Jr Hao Wu; Thank you for submitting your Transcripts and TOEFL to the Master of Science in Analytics at Northwestern University",1
"2634","Their website is linked here, http://www.northwestern.edu/international/student/stem-opt.html <http://www.northwestern.edu/international/student/stem-opt.html> Below is more information about the admissions profile from our last applicant pool: Profile of the 2013 student cohort: total number of students: 32, Average age: 27, Gender mix: Male 69%, Female 31%, Nationality: US 62.5%, International 37.5%",1
"2635","Dear Xiang: Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",1
"2636","Dear Phuong; Thank you for submitting your GRE scores to the Master of Science in Analytics at Northwestern University",1
"2637","I apologize for the delay in our reception of your GRE score, however it is now uploaded in our system",1
"2638","Dear Mrinmayi; I have just looked at your application and noticed we have still not received your TOEFL scores via ETS",1
"2639","Your scanned copy of the GRE score will suffice for application purposes, however, we will require your TOEFL score",1
"2640","We can accept a scanned copy if that would be the quickest way for us to receive it",1
"2641","We have had some difficulty receiving scores from ETS, many candidates sent them to Northwestern University, and not specifically the MSiA program (code number 3144)",1
"2642","It is not a problem, but I want to make sure we have your completed application before we begin reviewing our applicants on February 15th",1
"2643","Our decisions will be announced on March 17th",1
"2644","If you should have any further questions please let me know",1
"2645","Dear Ashwin; Thank you for reaching out to us about the status of your application at Northwestern Universitys MS in Analytics program",1
"2646","Your application is complete and we have received all information to evaluate you as an applicant for the 2014-2015 cohort",1
"2647","We will announce decisions on March 17th",1
"2648","Dear Lingcong; Thank you for attaching your test scores",1
"2649","I have updated your account and your application is now completed",1
"2650","We will be releasing our decisions on March 18th We look forward to reviewing your application",1
"2651","Dear Rajkumar; I would be happy to upload all of your additional files to your application",1
"2652","However, I do not see any attachments to your email",1
"2653","Once I receive your attachments it can take up to 2 business days to load them into our system",1
"2654","Hello Glenn; Thank you for submitting your transcript to the Master of Science in Analytics at Northwestern University",1
"2655","Currently, in our records we have not received your transcript from your University",1
"2656","The scanned copy you provided will suffice for this stage in the application process",1
"2657","Dear Cai; I apologize for the delay in our response time to your question",1
"2658","Due to the holiday break and severe weather we have been delayed in our response time to applicants",1
"2659","If you have a GRE and you would like us to consider it with your application, we ask that you send us a scanned copy of your GRE results to this email address",1
"2660","We currently do not have an ETS code, and if you were to use the code for Northwestern, we would not receive your submission",1
"2661","Dear Lingcong; We have not received your TOEFL or GRE scores",1
"2662","I am currently looking through applications and I noticed we have not received this information from ETS",1
"2663","Our TOEFL ETS code is 3144, if you used Northwestern Universitys ETS code that information goes directly to General Admissions and will not be forwarded to us",1
"2664","If you could send us scanned copies of your test scores I will rectify the situation and update your account",1
"2665","Dear Ziyi, I have gone through your application and our records and we have not received your TOEFL scores as of January 9th",1
"2666","It is very possible that the TOEFL scores will be sent in the next couple of days",1
"2667","My suggestion to you is to send us scanned copies of your results for both the GRE and TOEFL",1
"2668","In terms of using ETS for the GRE, we do not have a GRE code through the ETS system",1
"2669","If you sent them to the Northwestern code, they will go to general Northwestern Admissions and there is no way for us to receive those scores",1
"2670","We do accept scanned scores",1
"2671","I apologize for the confusion with results, but the easiest way to ensure that we receive your test scores is to scan copies of them to us",1
"2672","Dear Mengting; I apologize for my delayed response time, due to the holidays and recent extreme weather conditions our offices have been closed",1
"2673","I wanted to follow up with you in regards to your GRE report",1
"2674","We do not receive the ETS score reports from the University, since those go directly to Northwestern General Admissions and do not specify our program",1
"2675","If you could please scan us a copy or proof of your score I will update your account with your GRE test",1
"2676","Hello Ronak: We are glad you could join us for the first information session and that you found it helpful",1
"2677","To answer your question the 2014 academic calendar will be structured as follows: FALL Fall classes begin September 23, 2014 Fall classes end December 6, 2014 Fall exams begin December 8, 2014 Fall exams end December 12, 2014 WINTER Winter classes begin January 5, 2015 Applications will be accepted as early as September 16, 2013 for students entering in Fall 2014, and the deadline will be in February 15, 2014",1
"2678","-----Original Message----- From: Ronak Hamid .",1
"2679","Dear Jeff; Thank you for submitting your transcript and GRE score to the Master of Science in Analytics at Northwestern University",1
"2680","Dear Tamara; Thank you for submitting your transcript and GRE score to the Master of Science in Analytics at Northwestern University",1
"2681","Dear Hao: I apologize in the delay for us to update your application status",1
"2682","We use a third party to collect application fees at the University",1
"2683","Because of this and the holiday we have been delayed in our response time and in updating your status",1
"2684","I have marked receipt of your payment and I apologize for the delay",1
"2685","Please let me know if you have any questions or concerns with your application at this time",1
"2686","Dear Amar; Thank you for reaching out to us with you questions concerning your application with the MS in Analytics program at Northwestern University",1
"2687","Please send your updated resume and latest TOEFL score",1
"2688","I will update your application in the MAP system",1
"2689","You are able to update your account until February 15th",1
"2690","Dear Prateek; Thank you for submitting your transcripts and additional GMAT report to the Master of Science in Analytics at Northwestern University",1
"2691","Dear Wanyan; Thank you for submitting your updated transcript to the Master of Science in Analytics at Northwestern University",1
"2692","McCormick School of Engineering and Applied Science 2145 Sheridan Rd, E278 Evanston, IL 60208 T: 847.467.4520 F: 847.491.8005 www.analytics.northwestern.edu <http://www.analytics.northwestern.edu/> From: Umakaviya Tamil .",1
"2693","McCormick School of Engineering and Applied Science 2145 Sheridan Rd, E278 Evanston, IL 60208 T: 847.467.4520 F: 847.491.8005 www.analytics.northwestern.edu <http://www.analytics.northwestern.edu/> From: ZHU WENJIE .",1
"2694","Dear Alice: Thank you for submitting your transcript to the Master of Science in Analytics at Northwestern University",1
"2695","Dear Lingjia; Thank you for submitting your updated transcript to the Master of Science in Analytics at Northwestern University",1
"2696","Dear Zhi Li; Thank you for reaching out to us at the Master of Science in Analytics program at Northwestern University",1
"2697","To answer your question, we only require your scanned transcript for admissions",1
"2698","We do not require official transcripts until you are accepted to the program",1
"2699","Dear Anand; Thank you for contacting us with your questions concerning your application status with the Master of Science in Analytics program at Northwestern University",1
"2700","I apologize for the delay in my response time to your inquiry and for the delay in updating your student account",1
"2701","We use a third party to collect application fees here at the University, and therefore there is always a delay in updating records",1
"2702","As of January 3rd we have received the following materials: Application Fee of $50 Transcript from PEC University of Technology Recommendations from: R.K",1
"2703","Mahajan, Mayank Khurana, and Filip Siska Additional Materials: GRE and TOEFL We look forward to reviewing your application materials",1
"2704","Dear Professor Sokol; I have checked your attached PDF letter to the one we have uploaded in our application managing system and they are the same letter",1
"2705","I am unsure what happened, but I wanted to confirm that the correct letter is uploaded in the system",1
"2706","We appreciate your support of Peiheng",1
"2707","I apologize for the delay in my response time to your email",1
"2708","I hope you have had a wonderful New Years",1
"2709","Dear Liu: Thank you for submitting your Transcripts and GRE score to the Master of Science in Analytics at Northwestern University",1
"2710","DearLiu: Thank you for submitting your Transcripts and GRE score to the Master of Science in Analytics at Northwestern University",1
"2711","Dear Uma Thank you for submitting your transcripts and GRE score to the Master of Science in Analytics at Northwestern University",1
"2712","Hello Murtuza I would like to confirm that we have received the letters of recommendation on your behalf",1
"2713","I have uploaded them into our MAP system, you should see the change reflected in your system within 24hours",1
"2714","Thank you for your patience and I apologize for the delay",1
"2715","Dear John, To confirm, we have received your letter of recommendation on behalf of Rabia Ayoush",1
"2716","Resources may be found at the McCormick School of Engineering Fellowships and Internships <http://www.mccormick.northwestern.edu/graduates/current_student_resources/fellowships_internships/index.html> page or at Northwestern University's Office of Fellowships <http://www.northwestern.edu/fellowships/> Below is more information about the admissions profile from our last applicant pool: Profile of the 2013 student cohort: total number of students: 32, Average age: 27, Gender mix: Male 69%, Female 31%, Nationality: US 62.5%, International 37.5%",2
"2717","Dear Bhargavi",1
"2718","Thank you for submitting your transcript to the Master of Science in Analytics at Northwestern University",1
"2719","To answer your question concerning letters of recommendation, please write the University they were affiliated with",1
"2720","Dear Raghav; Thank you for reaching out to us with your question concerning your application fee status",1
"2721","I apologize for the delay in the acknowledgement of your fee having been paid",1
"2722","We use a third party to collect and manage our application fees and therefore it takes a couple days for us to reconcile the payment",1
"2723","Due to the recent holiday we have been delayed in our response time",1
"2724","I have gone into your account and adjusted your fee status",1
"2725","You should see the change reflected in your student account within 24hours",3
"2726","I apologize for the inconvenience and I hope you have a wonderful New Year",1
"2727","I encourage you to research more funding opportunities on our website, linked here",1
"2728","<http://www.analytics.northwestern.edu/prospective-students/tuition-and-fees.html> Both GRE and GMAT test scores are accepted by the program, but neither are required for admission (though sending scores from one of the two tests is strongly encouraged to strengthen the application)",1
"2729","Dear Shengyu; Thank you for submitting your transcripts and additional materials to the Master of Science in Analytics at Northwestern University",1
"2730","Dear Shravan; Thank you for submitting your transcript to the Master of Science in Analytics at Northwestern University",1
"2731","I apologize for the delay in uploading your transcript to our MAP system",1
"2732","Dear Samar Thank you for submitting your transcript to the Master of Science in Analytics at Northwestern University",1
"2733","Dear Sandhya; Thank you for submitting your transcripts and additional materials to the Master of Science in Analytics at Northwestern University",1
"2734","Dear Le; Thank you for submitting your transcripts to the Master of Science in Analytics at Northwestern University",1
"2735","Dear Niharika; Thank you for submitting your transcript to the Master of Science in Analytics at Northwestern University",1
"2736","Hello Lynn: To answer your question, yes",1
"2737","Please email us any pertinent information for your application consideration",1
"2738","Please email me your GRE and I will upload it into our application manager",1
"2739","If you have any other questions do not hesitate to ask",1
"2740","Dear Tanvi; Thank you for submitting your transcripts and additional materials to the Master of Science in Analytics at Northwestern University",1
"2741","Hello Manjola; You will be meeting Bruce Lindvall, Assistant Dean at McCormick on Monday at 1:30-2pm",1
"2742","His office is in room L261 in Tech",1
"2743","I am linking the McCormick room finder here <http://www.mccormick.northwestern.edu/maps/> ",1
"2744","To confirm your meeting with Lindsay is scheduled for Tuesday, Nov 26th 2-2:30pm in room E278",1
"2745","If you get lost or have any additional questions my phone number in the office is 847-467-4520",1
"2746","I hope you have a wonderful weekend and trip out to Chicago",1
"2747","Dear Nikita; Thank you for submitting your additional materials and transcript to the Master of Science in Analytics at Northwestern University",1
"2748","Dear Khanh, I apologize for the delay",1
"2749","We do use a third party to collect application fees and due to the holiday break we had not updated the MAP site",1
"2750","However, if you look at your application page now it will confirm receipt of your application payment",1
"2751","Please let me know if you have any additional questions or concerns in regards to your application",1
"2752","Have a wonderful new years",1
"2753","Dear Mengting: Thank you for submitting your transcripts to the Master of Science in Analytics at Northwestern University",1
"2754","I have also double checked and your payment status is marked as having been received, you should be able to track this in our student application system, it was marked on the 9th of December in our records",1
"2755","In terms of our GRE code, we typically ask for students to scan in their test results, please scan a PDF of your GRE score and I will add that to your student account",1
"2756","Dear Akshata; I have adjusted your recommenders email address to the one you have provided",1
"2757","This will hopefully allow them to follow the emailed instructions to submit your letter of recommendation",1
"2758","However, if this does not solve the issue, please have them email our account and I will provide them with directions on how to submit your letter of recommendation",1
"2759","Please let me know what the outcome of this is, Victoria L",1
"2760","Dear Ruijing: Thank you for applying to the MS in Analytics program at Northwestern University",1
"2761","I have uploaded your transcripts to our application manager",1
"2762","You should see these changes reflected in your student account within 24hours",1
"2763","McCormick School of Engineering and Applied Science 2145 Sheridan Rd, E278 Evanston, IL 60208 T: 847.467.4520 F: 847.491.8005 www.analytics.northwestern.edu <http://www.analytics.northwestern.edu/> From: Ruijing Shi .",1
"2764","Dear Hao Zhu: Thank you for submitting your Transcript and GRE score to the Master of Science in Analytics at Northwestern University",1
"2765","Dear Ruijing; We will accept your printed GRE score from the ETS website",1
"2766","However, I do not see an attachment on this email",1
"2767","Please send me a scanned copy and I will update your student account when I receive your GRE score",1
"2768","McCormick School of Engineering and Applied Science 2145 Sheridan Rd, E278 Evanston, IL 60208 T: 847.467.4520 F: 847.491.8005 www.analytics.northwestern.edu <http://www.analytics.northwestern.edu/> From: Priya Chhetri .",1
"2769","Hello Wenxi: Thank you for reaching out to us with your question",1
"2770","We do not have a GRE code currently",1
"2771","We accept scanned copies of your report",2
"2772","You can send them to this email address as a PDF, we then will upload them as additional material and then print them for our records",2
"2773","I understand the delay when you receive reports in the mail, however, since you will still have until Feb 15th to submit these scores, I hope that will be sufficient time for you to submit the scanned copy",1
"2774","I hope this answered your question",2
"2775","We are working to create a GRE code, but if you use the Graduate School code for Northwestern University it will go to an entirely different Admissions committee",1
"2776","McCormick School of Engineering and Applied Science 2145 Sheridan Rd, E278 Evanston, IL 60208 T: 847.467.4520 <tel:847.467.4520> F: 847.491.8005 <tel:847.491.8005> www.analytics.northwestern.edu <http://www.analytics.northwestern.edu/> From: Wenxi Lei .",1
"2777","Dear Nikita; We do not require official transcripts or financial documents from our applicants",1
"2778","Once you are accepted to our program, Northwestern requires you to submit your official transcript in order to enter you into our system",1
"2779","However, you do not need to send us the original documents until that point",1
"2780","Application decisions are made on March 18th",1
"2781","Dear Ruijing; Thank you for reaching out to us with your questions concerning your application with the MS in Analytics at Northwestern University",1
"2782","We have updated our application fee submissions this morning and your account should now reflect the payment",1
"2783","In regards to your GRE score, we do not have an institutional code for the GRE",1
"2784","We request students to scan their test scores into our office via email",1
"2785","If you send the scores to Northwestern or the Graduate School, we will not receive your test scores",1
"2786","To answer your question about our transcript policy, we require a scanned version to evaluate you as a candidate and only require a hard copy of your transcript after you are admitted",1
